PROP_ID,CITY,PRICE,AREA,PROP_HEADING,DESCRIPTION,PROPERTY_TYPE,PROP_NAME,LATITUDE,LONGITUDE,LOCALITY_NAME,SOCIETY_NAME,ADDRESS
https://99acres.com/V70700902,gurgaon,3995000.0,2115.0,residential land / plot in farrukh nagar,farrukh nagar is an ideal location for buying residential plot in gurgaon.this plot in farrukh nagar is a great buy for you.this property is very prime location in farrukh nagar.main farrukh nagar to fazilpur road .near by wesley international school.,residential land,,28.44798,76.8266,farrukh nagar,,
https://99acres.com/I70250502,gurgaon,4130000.0,1125.0,residential land / plot in sector 67 gurgaon,plot available for sale in fully developed area badshpur near sector- market gurgaon  all basic amenities  boundary walls  water supply  gated society  park  temple  school,residential land,,28.386048,77.0607637,sector 67 gurgaon,,
https://99acres.com/W70576108,gurgaon,5076000.0,2538.0,residential land / plot in farrukh nagar,"we have a plot available for sale in farrukh nagar ,gurgaon ,available at . best price of freehold property.",residential land,,28.44798,76.8266,farrukh nagar,,
https://99acres.com/N70248948,gurgaon,5100000.0,1114.0,residential land / plot in badsa,"check out this plot for sale in sector 99a gurgaon, one of the best locations in gurgaon. the plot is around super built up area of 124 sq.yards in size. construction on this property can be easily done upto 4 floors. by april 2024, possession of property can be transferred. the type of ownership is freehold. the price of this massive plot is just 51 lac. further negotiations can be done.",residential land,,28.513805,76.858877,badsa,,
https://99acres.com/I70353772,gurgaon,5225000.0,855.0,residential land / plot in sector 72a gurgaon,"book your plot in our project for bookings and information contact .  plots nearby shubash chowk , gurugram .  it's low price and fantastic residential location .",residential land,,28.425383,77.020134,sector 72a gurgaon,,
https://99acres.com/H55315322,gurgaon,5668000.0,1458.0,residential land / plot in sohna,"raheja aranya city located in sohna cector - 11 & 14 bang on nh 248 a. it's spread in 220 acres.  completion received - ready to occupy area : sector 11 and 14, south of gurugram,sohna.  easy access to operational & prominent schools, hospitals & shopping places and luxury resorts of sohna & gurugram.  just 15 mins from vatika chowk 20 mins from rajiv chowk proximity to upcoming delhi-mumbai expressway bang on the gurugram-sohna highway close to imt sohna, kmp expressway close to it/ ites sez adjacent to upcoming sports city close to educational hub/ institutional sector and schools like g.d goenka world school, k.r. mangalam, scj academy and more..  smart and green township (wifi enabled city, zero discharge, underground wiring) gated community within a larger gated township roof top solar power generation, solar street lighting, rain water harvesting, recycled water etc. over 10,000 oxygen emitting trees in lush green and eco-friendly development at the foothills of aravallis water, energy conservation and waste management infrastructure laid and developed by larsen and toubro 3 tier safety protocol (central city monitoring cctv cameras) upcoming commercials with top f & b brands, brewery, supermarket, atm and much more upcoming township club and recreational centre cycling track adventure sports badminton courts cricket pitch kids play area upcoming shuttle service  coming soon - creche, schools, colleges, dispensaries, nursing home etc.  for more details contact : info@rihanrealtech.com",residential land,raheja aranya the green city,28.226601,77.067203,sohna,raheja aranya the green city,sohna road
https://99acres.com/K49455873,gurgaon,6225000.0,747.0,residential land / plot in hans enclave,"plot available for sale best location & best price rs. 75000 per sq. yards only very reasonable price, best for builder floors or rental income or house if someone interested, call us",residential land,,28.446136,77.025377,hans enclave,,
https://99acres.com/G70174476,gurgaon,6500000.0,972.0,residential land / plot in sector-35 sohna,ansals shiva som valley ansals shiva som valley is a residential development of m/s ansal housing ltd. land owner m/s pal affordable housing in sector 2 & 35 sohna. they provide skillfully designed plots with all necessities.,residential land,ansals shiva som valley,28.28376,77.06532,sector-35 sohna,ansals shiva som valley,128
https://99acres.com/H70797750,gurgaon,6500000.0,990.0,residential land / plot in sector-5 sohna,this property in sohna sector 5 close to highway,residential land,mega city ,28.25632448332,77.08787378141,sector-5 sohna,mega city ,
https://99acres.com/L70826748,gurgaon,6500000.0,1179.0,residential land / plot in sector-5 sohna,this is beautyful property in sector 5 sohna just 2 km from sohna highway,residential land,,28.25632448332,77.08787378141,sector-5 sohna,,
https://99acres.com/U70897940,gurgaon,6600000.0,990.0,residential land / plot in sohna,"mv buildcon precore city in sohna, gurgaon is a ready-to-move housing society. this project is a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. this housing society is now ready to be called home as families have started moving in. check out some of the features of mv buildcon precore city housing society:   * spread over an area of 50 acres, mv buildcon precore city is one of the spacious housing societies in the gurgaon region. with all the basic amenities available, mv buildcon precore city fits into your budget and your lifestyle.   * sohna has good connectivity to some of the important areas in the proximity such as kdm public school, sohna, sohna road and civil hospital and so on.   how is sohna for property investment?  sohna is one of the prime locations to own a home in gurgaon. it has a promising social and physical infrastructure and an emerging neighbourhood. check out few benefits of staying in this locality:  sohna bus stand, 1.7 km gd goenka university, 3.5 km western peripheral expressway, 9.8 km damdama lake, 11 km   how is the future of gurgaon property market?  gurgaon real estate market has a range of property options in various price brackets. sohna in gurgaon is one of the localities known for some of the best housing societies which makes it a suitable destinations for homebuyers looking for a property for self-use or investment purposes in the city. one thing that makes gurgaon different from any other city in this region is its potential to attract investors through its flourishing job market and employment opportunities, bringing in fresh housing demand regularly. in addition to this, with metro connectivity improving and other infrastructure projects coming up in gurgaon, these growth drivers are expected to influence the property prices here extensively.",residential land,mv buildcon precore city,28.245251,77.069241,sohna,mv buildcon precore city,
https://99acres.com/V70613900,gurgaon,6820000.0,1116.0,residential land / plot in sector-35 sohna,"jms buildtech is one of the known real estate brands in gurgaon.the builder has delivered 3 projects so far. around 1 project is upcoming. there is 1 project of this builder, which is currently under-construction.",residential land,,28.2700476,77.0589727,sector-35 sohna,,
https://99acres.com/S70656556,gurgaon,7000000.0,594.0,residential land / plot in palam vihar,66 sqyd plot for sale for more information pls call,residential land,,28.5129305,77.037736,palam vihar,,
https://99acres.com/M70377198,gurgaon,7000000.0,1116.0,residential land / plot in sohna,gated neighborhood with regulated access and exit 3-tier security quick access to national highway 24b 15 min drive from kmp expressway 20 min drive to rajiv chowk,residential land,paras ekam homes,28.2563166,77.0857097,sohna,paras ekam homes,
https://99acres.com/Z70157872,gurgaon,7680000.0,1080.0,residential land / plot in sector 95a gurgaon,"this plot in sector 95a gurgaon provides you great opportunity to build a fabulous residence in gurgaon. it spreads over 120 sq.yards super built up area. here, a solid foundation can easily withhold construction of 3 floors. to secure the perimeter, a boundary wall is present around the property. the possession of the property can be received within 6 months. the type of ownership is freehold. the price of this massive plot is just  76.8 lac.",residential land,jms the pride,28.4263243,76.9176132,sector 95a gurgaon,jms the pride,
https://99acres.com/V70585402,gurgaon,7695000.0,1539.0,residential land / plot in farrukh nagar,"we have a plot available for sale in farrukh nagar ,gurgaon, available at. best price of freehold property.main farrukh nagar to fazilpur road ,gurgaon",residential land,,28.44798,76.8266,farrukh nagar,,
https://99acres.com/M70889660,gurgaon,8000000.0,1251.0,residential land / plot in sohna,"residential land/plot for sale in aset sohna greens, sohna, gurgaon, haryana shortlist property added to your shortlist contact dealerfree",residential land,aset sohna greens,28.249352,77.067276,sohna,aset sohna greens,a-5
https://99acres.com/V70797878,gurgaon,8000000.0,1332.0,residential land / plot in sohna,"for sale under deen dyal scheme  sector- 5 sohna  plot size - 148 sq. yard and 147 sq.yard gated township , please call more details",residential land,corona greens,28.24859,77.063545,sohna,corona greens,000
https://99acres.com/Q70463762,gurgaon,8060000.0,1116.0,residential land / plot in sector 5 gurgaon,"jms mega city plots, a land estate situated in sector 5 sohna is a residential development of jms buildtech. it is spanned over a wide area and is approved by haryana rera. the project is built with all essential amenities and is in close vicinity to all necessities.",residential land,jms mega city sohna sec 5,28.4802232,77.018303,sector 5 gurgaon,jms mega city sohna sec 5,
https://99acres.com/A70376056,gurgaon,8200000.0,1377.0,residential land / plot in sector-35 sohna,gated neighborhood with regulated access and exit 3-tier security quick access to national highway 24b 15 min drive from kmp expressway 20 min drive to rajiv chowk,residential land,,28.2700476,77.0589727,sector-35 sohna,,
https://99acres.com/X70614230,gurgaon,8320000.0,1152.0,residential land / plot in sector-5 sohna,"paras ekam homes in sohna, gurgaon is a ready-to-move housing society. it offers apartments in varied budget range. these units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. there are 3bhk apartments available in this project. this housing society is now ready to be called home as families have started moving in. check out some of the features of paras ekam homes housing society:  *spread over an area of 15 acres, paras ekam homes is one of the spacious housing societies in the gurgaon region. with all the basic amenities available, paras ekam homes fits into your budget and your lifestyle.  *sohna has good connectivity to some of the important areas in the proximity such as nh 248 a, kmp expressway and golf course road and so on.",residential land,paras ekam homes,28.25632448332,77.08787378141,sector-5 sohna,paras ekam homes,
https://99acres.com/T70157170,gurgaon,8470000.0,1089.0,residential land / plot in sector 95a gurgaon,"check out this plot in sector 95a gurgaon, an ideal destination to build your dream residence. the plot is around super built up area of 121 sq.yards in size. this property allows you to construct upto 4 floors. the property is guarded and secluded by boundary wall around it. expected possession of property by december 2025. currently the nature of ownership of the property is freehold. the expected price for the property is just  84.7 lac and it is negotiable.",residential land,,28.452811,77.009282,sector 95a gurgaon,,
https://99acres.com/F70664896,gurgaon,8500000.0,594.0,residential land / plot in palam vihar,66 sqyd plot in prime location pls contact tandon real estate,residential land,,28.5129305,77.037736,palam vihar,,
https://99acres.com/C70157320,gurgaon,8500000.0,900.0,residential land / plot in sector 95 gurgaon,"last deen dayal project , premium connectivity , future resale appreciation is good , proposed industrial sector opposite to the site. bang on pataudi road also nearby to kmp, dwarka expressway,nh8,imt manesar .",residential land,,28.4143242,76.9081238,sector 95 gurgaon,,
https://99acres.com/R70197920,gurgaon,8514000.0,891.0,residential land / plot in sector 93 gurgaon,"check out this plot for sale in sector 93 gurgaon, one of the best locations in gurgaon. it spans over spectacular 99,121,178,150 sq.yards super built up area. this property allows you to construct upto 3 floors. the property is guarded and secluded by boundary wall around it. expected possession of property within 3 months. currently the nature of ownership of the property is freehold. the expected price for the property is just  85.14 lac.",residential land,,28.4165659,76.9311761,sector 93 gurgaon,,
https://99acres.com/X70353104,gurgaon,8540000.0,1280.0,residential land / plot in sector 5 gurgaon,we have few plots remains which are close to park with east and north facing plots. and both sides open from front and back.,residential land,,28.4802232,77.018303,sector 5 gurgaon,,
https://99acres.com/P70407162,gurgaon,8645000.0,1197.0,residential land / plot in sector 5 gurgaon,"for those looking to buy a residential property, here comes one of the choicest offerings in gurgaon, at sector5 sohna. brought to you by jms buildtech, jms mega city plots is among the newest addresses for homebuyers. this is an underconstruction project right now, and is expected to be delivered by june, 2024. vardaan hospital and trauma centre is a popular landmark in sector 5 sohna",residential land,jms mega city sohna sec 5,28.4802232,77.018303,sector 5 gurgaon,jms mega city sohna sec 5,
https://99acres.com/M70463998,gurgaon,8710000.0,1206.0,residential land / plot in sector 5 gurgaon,"jms mega city plots, a land estate situated in sector 5 sohna is a residential development of jms buildtech. it is spanned over a wide area and is approved by haryana rera. the project is built with all essential amenities and is in close vicinity to all necessities.",residential land,jms mega city sohna 5 ,77.02664,28.4595,sector 5 gurgaon,jms mega city sohna 5 ,
https://99acres.com/B67550906,gurgaon,8890000.0,1152.0,residential land / plot in sohna,it is the best project at best price,residential land,ireo project,28.249001,77.06323,sohna,ireo project,
https://99acres.com/I70363454,gurgaon,9000000.0,1350.0,residential land / plot in palam vihar,location sector 2 gurgaon low price high investment,residential land,,28.511168,77.035082,palam vihar,,142
https://99acres.com/H70363788,gurgaon,9000000.0,1350.0,residential land / plot in sector 36 gurgaon,"deen dayal residencial plots location sector 2 sohna road gurgaon close to gd geonika university size = 120 to 179 sq.yards price= 60000 per sq.yards  price is negotiable amenities two side open, gated society,in touch of highway . please visit our site . thanks and regards  simranjeet kaur  call me for more details",residential land,,28.42086,76.99023,sector 36 gurgaon,,
https://99acres.com/L69575766,gurgaon,9000000.0,1080.0,residential land / plot in sector 95 gurgaon,"investing in your dream house and not having locational advantages is like a complete loss. but with 3b homes sector 95 gurgaon, there is no need to worry as its way too close to pataudi road and imt manesar.     on the other hand, in the same way, it connects you to the multi-utility corridor and is a few minutes away from the dwarka expressway.     this place is near all commercial cooperate hubs, it parks, schools, etc.  3b homes have introduced new residential plots under deen dayal jan awas yojana, named 3b homes sector 95 gurgaon. this project comes under the affordable housing plots scheme. in addition, these deen dayal awas yojna plots are an upcoming project.     it covers a land area of 16 acres. in fact, the project is facing toward a 60-meter road and comes along with different plot sizes such as 105/165/178 sq. ft.",residential land,3 b homes sector -95 gurgaon,28.4143242,76.9081238,sector 95 gurgaon,3 b homes sector -95 gurgaon,
https://99acres.com/U71017570,gurgaon,9000000.0,150.0,residential land / plot in sohna,best deal best offer price will be increased soon,residential land,supertech sambhav homes,28.1936,77.07005,sohna,supertech sambhav homes,152
https://99acres.com/S70743440,gurgaon,9000000.0,594.0,residential land / plot in ansal plaza,66 sq yards size plot available for sale of price 90 lakh in palam vihar. contact only buyer's.,residential land,,28.511407,77.041968,ansal plaza,,home associates
https://99acres.com/K70612124,gurgaon,9000000.0,1161.0,residential land / plot in sector-35 sohna,"situated in the southern side of the gurugram, sohna is a developing town. excellent connectivity to gurugram and the ncr via national highway-8 and is the key factor for the residential development.",residential land,ansals shiva som valley,28.28376,77.06532,sector-35 sohna,ansals shiva som valley,
https://99acres.com/J70871702,gurgaon,9080000.0,1152.0,residential land / plot in sector-35 sohna,"at shiva-som valley, you experience the perfect blend of lifestyle.  ansals shiva som valley plots in sohna is best affordable plots launched by ansal in sector 35 and sector 2 south ofgurgaon. the projects is going on area of 9.357 acres of land and total number of plots are 182 in ansals shiav som valleyplots.  located at very prime location ansals shiva-som valley provides plot sizes from 59 sq. mtrs. to 150 sq. mtrs. shiva som valley comes under deen dayal jan awas yojana (ddjay) and provide you a perfect blend of lifestyle and & peace surrounded with scenic beauty and all modern facilities.  usp of project  affordable plotted colony under deen dayal jan awas yojana. 2842.625 sqm of parks and playgrounds. within 1-2km distance from gd goenka university and kr mangalam university. specifications of shiva som valley  g.d goenka university located near g.d goenka university. k.r mangalam university opposite k.r mangalam university approx. 2 km. sohna bus stand approx. 2.5 km from sohna bus stand. golf course extension road in close proximity to golf course extension road, healthcare facility, hotel etc. rajiv chowk nh 8 easy connectivity through elevated corridor from rajiv chowk, nh8.",residential land,ansals shiva som valley,28.28376,77.06532,sector-35 sohna,ansals shiva som valley,129
https://99acres.com/F70731200,gurgaon,9200000.0,112.0,residential land / plot in sector 93 gurgaon,loan available from all leading banks flexible payment plan hrera approved stilt + 4 floors floor wise registry approved lot of sports and health activities wide access roads to project more than 20k families residing in 5km radius,residential land,rof insignia park,28.415273829812,76.93261533554,sector 93 gurgaon,rof insignia park,e12
https://99acres.com/Z70587954,gurgaon,9200000.0,819.0,residential land / plot in sector 106 gurgaon,very demanding property at best price and location & size,residential land,,28.5033,76.99743,sector 106 gurgaon,,
https://99acres.com/U70463880,gurgaon,9230000.0,1296.0,residential land / plot in sector 5 gurgaon,"jms mega city plots, a land estate situated in sector 5 sohna is a residential development of jms buildtech. it is spanned over a wide area and is approved by haryana rera. the project is built with all essential amenities and is in close vicinity to all necessities.",residential land,meffer mega city sohna sec 5,77.02664,28.4595,sector 5 gurgaon,meffer mega city sohna sec 5,
https://99acres.com/Z70406970,gurgaon,9230000.0,1278.0,residential land / plot in sector 5 gurgaon,"for those looking to buy a residential property, here comes one of the choicest offerings in gurgaon, at sector5 sohna. brought to you by jms buildtech, jms mega city plots is among the newest addresses for homebuyers. this is an underconstruction project right now, and is expected to be delivered by june, 2024. vardaan hospital and trauma centre is a popular landmark in sector 5 sohna",residential land,jms mega city plot sohna sec 5,77.02664,28.4595,sector 5 gurgaon,jms mega city plot sohna sec 5,
https://99acres.com/K68174766,gurgaon,9300000.0,1053.0,residential land / plot in new palam vihar,property in r block new palam vihar . boundary wall touching indiabulls enigma opp. 2 malls conscient one and neo square.,residential land,,28.508394,77.0204624,new palam vihar,,
https://99acres.com/P70378508,gurgaon,9360000.0,936.0,residential land / plot in sohna,"all high quality premium fittings and products classical themed garden premium surroundings surrounded by breath taking landscaped exclusive amenities excellent connectivity, easily reachable from all major cities in delhi ncr close vicinity of ore than 15 educational institutions and 21 reputed hospitals, reputed hotels and lot more",residential land,pyramid spring valley,28.277393,77.065562,sohna,pyramid spring valley,
https://99acres.com/Y70798138,gurgaon,9497000.0,1179.0,residential land / plot in sector 95 gurgaon,"jms ph -4 license sector -95 new gurgaon ,in a world class gated community .builder hand over the project will completed all luxury amenities like -gated community, meditation area, cycling track ,kids play area ,perennial garden it will be make basement +still+4th floor .good connectivity with all side nh-48,dwarka express way ,spr road ,and kmp.",residential land,jms  phase 4 sector -95 gurgaon,28.4143242,76.9081238,sector 95 gurgaon,jms  phase 4 sector -95 gurgaon,
https://99acres.com/E43245475,gurgaon,9500000.0,540.0,residential land / plot in south city 2,"plot in gated g1 block .two side open back is fresco high rise apartment ,good for rental income income and investment",residential land,,28.417831,77.052274,south city 2,,g block south city2 gurgaon hr
https://99acres.com/M70796834,gurgaon,9500000.0,1179.0,residential land / plot in sector 95 gurgaon,this property is close to dwarka express way on 60 metter road,residential land,,28.4143242,76.9081238,sector 95 gurgaon,,
https://99acres.com/D48128379,gurgaon,9500000.0,540.0,residential land / plot in rosewood,"gated society with full of greenry ,good for investment and rental income, villa facing",residential land,,28.41224,77.05933,rosewood,,"e block rosewood city ,eros group sector49 gurgaon haryana"
https://99acres.com/Z70897706,gurgaon,9600000.0,1080.0,residential land / plot in sector 95 gurgaon,plot for sale in sector 95 gurgaon is available in gurgaon. this locality resonates with your modern lifestyle. it spans over spectacular 120 sq.yards super built up area. up to 4 floors can be easily built on this land. possession of land can be secured immediately. currently the nature of ownership of the property is freehold. the expected price for the property is just  96 lac and it is negotiable. this plot is facing the east direction.,residential land,jms the nation,28.4142,76.91157,sector 95 gurgaon,jms the nation,
https://99acres.com/I70122614,gurgaon,9605000.0,1017.0,residential land / plot in sector 99a gurgaon,vanya coming up with an on road plot with all the amenities.,residential land,raheja vanya,28.456241,76.953943,sector 99a gurgaon,raheja vanya,
https://99acres.com/N68954610,gurgaon,9680000.0,1089.0,residential land / plot in sector 95 gurgaon,jms the nation sector 95 ddjay plots available for sale at best price.,residential land,jms the nation,28.4142,76.91157,sector 95 gurgaon,jms the nation,200
https://99acres.com/T70378410,gurgaon,9700000.0,1026.0,residential land / plot in sohna,"all high quality premium fittings and products classical themed garden premium surroundings surrounded by breath taking landscaped exclusive amenities excellent connectivity, easily reachable from all major cities in delhi ncr close vicinity of ore than 15 educational institutions and 21 reputed hospitals, reputed hotels and lot more",residential land,pyramid spring valley,28.277393,77.065562,sohna,pyramid spring valley,
https://99acres.com/O66917002,gurgaon,9750000.0,1170.0,residential land / plot in sohna,"esidential development in sohna, gurgaon. the project is built by ireo. they provide plots with all necessities. sohna, gurgaon is a new launch housing society by ireo group. it offers apartments and plots in varied budget ranges. these units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences",residential land,sohna sector 35 ireo,28.249352,77.067276,sohna,sohna sector 35 ireo,453
https://99acres.com/U70157992,gurgaon,9801000.0,1089.0,residential land / plot in sector 95 gurgaon,"check out this plot for sale in sector 95 gurgaon, one of the best locations in gurgaon. it's a 121 sq.yards super built up area property. here, a solid foundation can easily withhold construction of 3 floors. to secure the perimeter, a boundary wall is present around the property. the possession of the property can be received by december 2024. the property belongs to owner through freehold ownership. this residential plot is all yours for  98.01 lac.",residential land,jms the nation,28.4142,76.91157,sector 95 gurgaon,jms the nation,
https://99acres.com/V70347324,gurgaon,9900000.0,1800.0,residential land / plot in dharam colony,spacious floors upto 4 floors can made immediately,residential land,bharat residency dharam colony,28.5011803,77.0338583,dharam colony,bharat residency dharam colony,
https://99acres.com/U70798076,gurgaon,10000000.0,1413.0,residential land / plot in sector 95 gurgaon,this property in sector 95 a on 84 metter road,residential land,,28.4143242,76.9081238,sector 95 gurgaon,,
https://99acres.com/G70181890,gurgaon,10100000.0,1161.0,residential land / plot in sohna,"with humble beginnings in 1983, the rof group took a major leap into the realty sector in 2003 and has continued to excel and evolve ever since, with an ultimate aim of providing value to the users.",residential land,rof normanton park,28.294723,77.062254,sohna,rof normanton park,b 14
https://99acres.com/H70258152,gurgaon,10100000.0,1260.0,residential land / plot in sector 93 gurgaon,"planning to build residence in gurgaon? this plot in sector 93 gurgaon is the best deal for you. this 1260 sq.ft. super built up area plot is your opportunity to build a exceptional residence. the boundary wall is already build around the plot. to build the residence, possession is expected by january 2024. the owner of the property has freehold entitlement over the land. the asking price is only  1.01 crore. this property faces the north-east direction.",residential land,,28.415273829812,76.93261533554,sector 93 gurgaon,,
https://99acres.com/U70159382,gurgaon,10200000.0,1350.0,residential land / plot in sector 95 gurgaon,"spacious, ready to build plot in sector 95 gurgaon. the plot is around super built up area of 150 sq.yards in size. up to 3 floors can be easily built on this land. the property is enclosed by boundary wall. possession of land can be secured by december 2024. the property is owned under freehold contract. the plot is available at a price of 1.02 crore.",residential land,,28.4142,76.91157,sector 95 gurgaon,,
https://99acres.com/M70233942,gurgaon,10300000.0,1089.0,residential land / plot in sector 95 gurgaon,"jms brings to you the most fascinating plots in gurugram, called the nation. the nation offers you lush greenery, a mighty breathing area, ...",residential land,,28.4142,76.91157,sector 95 gurgaon,,j 116
https://99acres.com/X70282616,gurgaon,10400000.0,990.0,residential land / plot in sector 93 gurgaon,"in the hustle & bustle of modern city life, a tranquil abode is the deepest desire of every soul. sitting at the strategic location of sector-93, one of the low-density regions of gurugram, anandam ora is just what can entice your senses.",residential land,orris  aanandam ora93,28.4165659,76.9311761,sector 93 gurgaon,orris  aanandam ora93,101
